"Access","Start Time (UTCG)","Stop Time (UTCG)","Duration (sec)"
1,1 Jan 2030 04:09:21.041,1 Jan 2030 05:34:15.140,5094.099
2,1 Jan 2030 06:39:32.858,1 Jan 2030 08:04:09.812,5076.954
3,1 Jan 2030 09:11:19.553,1 Jan 2030 10:39:44.373,5304.821
4,1 Jan 2030 11:45:50.292,1 Jan 2030 13:09:09.103,4998.811
5,1 Jan 2030 14:14:48.496,1 Jan 2030 15:42:11.186,5242.691
6,1 Jan 2030 16:49:44.334,1 Jan 2030 18:15:36.194,5151.860
7,1 Jan 2030 19:20:58.138,1 Jan 2030 20:44:52.377,5034.238
8,1 Jan 2030 21:51:36.668,1 Jan 2030 23:20:21.748,5325.080
9,2 Jan 2030 00:26:52.850,2 Jan 2030 01:50:31.434,5018.584
10,2 Jan 2030 02:55:57.753,2 Jan 2030 04:22:20.095,5182.343
11,2 Jan 2030 05:29:56.632,2 Jan 2030 06:56:49.958,5213.326
12,2 Jan 2030 08:02:22.226,2 Jan 2030 09:25:48.949,5006.723
13,2 Jan 2030 10:32:07.083,2 Jan 2030 12:00:44.712,5317.629
14,2 Jan 2030 13:07:42.258,2 Jan 2030 14:31:56.476,5054.218
15,2 Jan 2030 15:37:15.844,2 Jan 2030 17:02:37.600,5121.756
16,2 Jan 2030 18:10:03.919,2 Jan 2030 19:37:53.063,5269.144
17,2 Jan 2030 20:43:41.655,2 Jan 2030 22:06:57.373,4995.718
18,2 Jan 2030 23:12:52.458,3 Jan 2030 00:40:56.677,5284.219
19,3 Jan 2030 01:48:17.195,3 Jan 2030 03:13:20.715,5103.519
20,3 Jan 2030 04:18:39.247,3 Jan 2030 05:43:08.146,5068.899
21,3 Jan 2030 06:50:13.786,3 Jan 2030 08:18:42.752,5308.966
22,3 Jan 2030 09:24:53.079,3 Jan 2030 10:48:14.682,5001.603
23,3 Jan 2030 11:53:51.856,3 Jan 2030 13:21:03.944,5232.088
24,3 Jan 2030 14:28:38.443,3 Jan 2030 15:54:40.601,5162.157
25,3 Jan 2030 17:00:04.386,3 Jan 2030 18:23:53.220,5028.834
26,3 Jan 2030 19:30:33.095,3 Jan 2030 20:59:17.595,5324.501
27,3 Jan 2030 22:05:53.455,3 Jan 2030 23:29:37.552,5024.097
28,4 Jan 2030 00:35:02.742,4 Jan 2030 02:01:14.130,5171.389
29,4 Jan 2030 03:08:49.619,4 Jan 2030 04:35:52.620,5223.001
30,4 Jan 2030 05:41:27.745,4 Jan 2030 07:04:51.943,5004.198
31,4 Jan 2030 08:11:06.116,4 Jan 2030 09:39:38.487,5312.371
32,4 Jan 2030 10:46:40.413,4 Jan 2030 12:11:02.526,5062.113
33,4 Jan 2030 13:16:21.841,4 Jan 2030 14:41:33.809,5111.968
34,4 Jan 2030 15:48:57.058,4 Jan 2030 17:16:53.496,5276.439
35,4 Jan 2030 18:22:45.877,4 Jan 2030 19:46:02.002,4996.125
36,4 Jan 2030 20:51:54.011,4 Jan 2030 22:19:49.368,5275.357
