"Access","Start Time (UTCG)","Stop Time (UTCG)","Duration (sec)"
1,1 Jan 2030 04:00:00.000,1 Jan 2030 04:16:53.277,1013.277
2,1 Jan 2030 05:10:01.612,1 Jan 2030 06:21:51.648,4310.036
3,1 Jan 2030 07:17:19.980,1 Jan 2030 08:35:19.193,4679.213
4,1 Jan 2030 09:02:25.628,1 Jan 2030 09:52:18.442,2992.814
5,1 Jan 2030 10:24:08.129,1 Jan 2030 11:40:55.797,4607.667
6,1 Jan 2030 12:36:31.085,1 Jan 2030 13:48:26.987,4315.902
7,1 Jan 2030 14:41:08.230,1 Jan 2030 17:02:59.408,8511.178
8,1 Jan 2030 17:54:06.898,1 Jan 2030 19:06:24.508,4337.610
9,1 Jan 2030 20:02:12.992,1 Jan 2030 21:16:59.501,4486.508
10,1 Jan 2030 21:57:33.378,2 Jan 2030 00:25:55.446,8902.069
11,2 Jan 2030 01:20:59.748,2 Jan 2030 02:32:40.866,4301.119
12,2 Jan 2030 03:26:47.807,2 Jan 2030 05:50:12.966,8605.158
13,2 Jan 2030 06:37:54.990,2 Jan 2030 07:51:02.747,4387.757
14,2 Jan 2030 08:46:58.159,2 Jan 2030 10:00:12.158,4393.999
15,2 Jan 2030 10:47:28.923,2 Jan 2030 13:11:08.817,8619.894
16,2 Jan 2030 14:05:21.965,2 Jan 2030 15:17:02.741,4300.776
17,2 Jan 2030 16:12:03.631,2 Jan 2030 18:39:47.228,8863.598
18,2 Jan 2030 19:21:10.509,2 Jan 2030 20:35:46.923,4476.414
19,2 Jan 2030 21:31:36.997,2 Jan 2030 22:43:58.906,4341.908
20,2 Jan 2030 23:34:52.982,3 Jan 2030 01:56:44.267,8511.286
21,3 Jan 2030 02:49:36.027,3 Jan 2030 04:01:30.841,4314.814
22,3 Jan 2030 04:57:04.749,3 Jan 2030 06:14:17.519,4632.771
23,3 Jan 2030 06:44:37.769,3 Jan 2030 07:34:15.580,2977.811
24,3 Jan 2030 08:03:01.746,3 Jan 2030 09:20:38.386,4656.640
25,3 Jan 2030 10:16:10.104,3 Jan 2030 11:28:03.254,4313.150
26,3 Jan 2030 12:21:04.369,3 Jan 2030 14:42:58.805,8514.436
27,3 Jan 2030 15:33:38.383,3 Jan 2030 16:46:04.396,4346.012
28,3 Jan 2030 17:41:55.866,3 Jan 2030 18:56:23.049,4467.184
29,3 Jan 2030 19:38:32.557,3 Jan 2030 22:05:39.760,8827.203
30,3 Jan 2030 23:00:37.399,4 Jan 2030 00:12:18.452,4301.054
31,4 Jan 2030 01:06:38.142,4 Jan 2030 03:30:29.947,8631.805
32,4 Jan 2030 04:17:21.553,4 Jan 2030 05:30:43.390,4401.838
33,4 Jan 2030 06:26:39.526,4 Jan 2030 07:39:43.248,4383.723
34,4 Jan 2030 08:27:51.018,4 Jan 2030 10:50:55.925,8584.907
35,4 Jan 2030 11:44:58.000,4 Jan 2030 12:56:41.262,4303.262
36,4 Jan 2030 13:51:50.388,4 Jan 2030 15:17:17.961,5127.572
37,4 Jan 2030 15:22:54.195,4 Jan 2030 16:20:42.882,3468.687
38,4 Jan 2030 17:00:26.815,4 Jan 2030 18:15:28.465,4501.650
39,4 Jan 2030 19:11:17.024,4 Jan 2030 20:23:33.459,4336.435
40,4 Jan 2030 21:14:57.029,4 Jan 2030 23:36:36.288,8499.259
41,5 Jan 2030 00:29:09.907,5 Jan 2030 01:41:10.106,4320.199
42,5 Jan 2030 02:36:49.081,5 Jan 2030 03:53:23.439,4594.358
43,5 Jan 2030 04:26:33.228,5 Jan 2030 05:16:34.555,3001.328
44,5 Jan 2030 05:41:43.296,5 Jan 2030 07:00:21.172,4717.876
45,5 Jan 2030 07:55:48.841,5 Jan 2030 09:07:39.745,4310.903
46,5 Jan 2030 10:00:59.143,5 Jan 2030 12:23:00.360,8521.217
47,5 Jan 2030 13:13:09.068,5 Jan 2030 14:25:44.373,4355.305
48,5 Jan 2030 15:21:38.393,5 Jan 2030 16:35:48.343,4449.950
49,5 Jan 2030 17:19:23.012,5 Jan 2030 19:45:24.407,8761.395
50,5 Jan 2030 20:40:14.720,5 Jan 2030 21:51:56.167,4301.447
