"Access","Start Time (UTCG)","Stop Time (UTCG)","Duration (sec)"
1,1 Jan 2030 04:00:00.000,1 Jan 2030 04:56:00.331,3360.331
2,1 Jan 2030 15:16:34.762,1 Jan 2030 18:27:50.828,11476.066
3,2 Jan 2030 04:22:19.623,2 Jan 2030 07:59:59.195,13059.572
4,2 Jan 2030 17:28:13.856,2 Jan 2030 21:32:16.712,14642.856
5,3 Jan 2030 06:34:19.863,3 Jan 2030 11:04:40.587,16220.724
6,3 Jan 2030 19:40:40.586,4 Jan 2030 00:37:12.635,17792.050
7,4 Jan 2030 08:47:19.716,4 Jan 2030 14:09:57.901,19358.184
8,4 Jan 2030 21:54:21.985,5 Jan 2030 03:43:03.342,20921.357
9,5 Jan 2030 11:01:53.542,5 Jan 2030 17:16:36.367,22482.825
10,6 Jan 2030 00:10:02.466,6 Jan 2030 06:50:43.050,24040.583
11,6 Jan 2030 13:18:59.479,6 Jan 2030 20:25:25.651,25586.172
12,7 Jan 2030 02:28:58.780,7 Jan 2030 10:00:39.262,27100.482
13,7 Jan 2030 15:40:19.040,7 Jan 2030 23:36:07.814,28548.774
14,8 Jan 2030 04:53:24.180,8 Jan 2030 13:11:20.487,29876.307
15,8 Jan 2030 18:08:43.306,9 Jan 2030 02:45:31.131,31007.825
16,9 Jan 2030 07:26:48.570,9 Jan 2030 16:17:43.773,31855.203
17,9 Jan 2030 20:48:09.551,10 Jan 2030 05:47:05.120,32335.569
18,10 Jan 2030 10:13:03.972,10 Jan 2030 19:12:59.246,32395.274
19,10 Jan 2030 23:41:27.817,11 Jan 2030 08:35:16.152,32028.335
20,11 Jan 2030 13:12:51.265,11 Jan 2030 21:54:09.682,31278.417
21,12 Jan 2030 02:46:24.856,12 Jan 2030 11:10:08.115,30223.260
22,12 Jan 2030 16:21:13.201,13 Jan 2030 00:23:44.132,28950.931
23,13 Jan 2030 05:56:28.239,13 Jan 2030 13:35:28.194,27539.955
24,13 Jan 2030 19:31:36.251,14 Jan 2030 02:45:45.727,26049.476
25,14 Jan 2030 09:06:18.410,14 Jan 2030 15:54:56.729,24518.319
26,14 Jan 2030 22:40:27.730,15 Jan 2030 05:03:16.459,22968.730
27,15 Jan 2030 12:14:05.093,15 Jan 2030 18:10:56.432,21411.339
28,16 Jan 2030 01:47:15.836,16 Jan 2030 07:18:05.322,19849.486
29,16 Jan 2030 15:20:07.113,16 Jan 2030 20:24:49.705,18282.592
30,17 Jan 2030 04:52:45.998,17 Jan 2030 09:31:14.622,16708.624
31,17 Jan 2030 18:25:17.965,17 Jan 2030 22:37:23.994,15126.029
32,18 Jan 2030 07:57:45.540,18 Jan 2030 11:43:20.934,13535.394
33,18 Jan 2030 21:30:06.914,19 Jan 2030 00:49:07.954,11941.040
34,19 Jan 2030 11:02:14.555,19 Jan 2030 13:54:47.170,10352.614
35,20 Jan 2030 00:33:53.938,20 Jan 2030 03:00:20.441,8786.503
36,20 Jan 2030 14:04:43.013,20 Jan 2030 16:05:49.553,7266.540
37,21 Jan 2030 03:34:13.276,21 Jan 2030 05:11:16.427,5823.151
38,21 Jan 2030 17:01:53.441,21 Jan 2030 18:16:43.578,4490.138
39,22 Jan 2030 06:27:15.984,22 Jan 2030 07:22:15.183,3299.199
40,22 Jan 2030 19:50:03.900,22 Jan 2030 20:28:00.392,2276.492
41,23 Jan 2030 09:10:06.570,23 Jan 2030 09:34:26.480,1459.909
42,23 Jan 2030 22:26:27.624,23 Jan 2030 22:43:13.834,1006.210
43,24 Jan 2030 11:37:06.242,24 Jan 2030 11:57:27.581,1221.339
44,25 Jan 2030 00:44:07.519,25 Jan 2030 01:16:10.481,1922.961
45,25 Jan 2030 13:50:03.314,25 Jan 2030 14:37:43.441,2860.126
46,26 Jan 2030 02:55:38.596,26 Jan 2030 04:01:48.613,3970.017
47,26 Jan 2030 16:01:06.809,26 Jan 2030 17:28:13.884,5227.075
48,27 Jan 2030 05:06:33.427,27 Jan 2030 06:56:36.658,6603.231
49,27 Jan 2030 18:12:01.416,27 Jan 2030 20:26:28.215,8066.799
50,28 Jan 2030 07:17:32.849,28 Jan 2030 09:57:20.449,9587.600

